Date : 2022-10-02 18:49:04
Directory : c:\Users\yzc\Desktop\pet
Total : 1514 files,  80100 codes, 3015 comments, 3831 blanks, all 86946 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Home\Knowledge\PopularizationOfScience\index.json                                        | JSON               |          8 |          0 |          0 |          8 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Home\Knowledge\PopularizationOfScience\index.wxml                                        | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Home\Knowledge\PopularizationOfScience\index.wxss                                        | CSS                |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Home\Knowledge\index.js                                                                  | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Home\Knowledge\index.json                                                                | JSON               |          4 |          0 |          0 |          4 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Home\Knowledge\index.wxml                                                                | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Home\Knowledge\index.wxss                                                                | CSS                |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Home\Swiper\index.js                                                                     | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Home\Swiper\index.json                                                                   | JSON               |          4 |          0 |          0 |          4 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Home\Swiper\index.wxml                                                                   | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Home\Swiper\index.wxss                                                                   | CSS                |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Home\WaitAdopt\index.js                                                                  | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Home\WaitAdopt\index.json                                                                | JSON               |          6 |          0 |          0 |          6 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Home\WaitAdopt\index.wxml                                                                | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Home\WaitAdopt\index.wxss                                                                | CSS                |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Home\index.js                                                                            | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Home\index.json                                                                          | JSON               |         10 |          0 |          0 |         10 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Home\index.wxml                                                                          | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Home\index.wxss                                                                          | CSS                |          0 |          0 |          1 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Issue\Adoption\index.js                                                                  | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Issue\Adoption\index.json                                                                | JSON               |         13 |          0 |          0 |         13 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Issue\Adoption\index.wxml                                                                | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Issue\Adoption\index.wxss                                                                | CSS                |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Issue\FoundPet\index.js                                                                  | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Issue\FoundPet\index.json                                                                | JSON               |         13 |          0 |          0 |         13 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Issue\FoundPet\index.wxml                                                                | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Issue\FoundPet\index.wxss                                                                | CSS                |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Issue\Interest\index.js                                                                  | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Issue\Interest\index.json                                                                | JSON               |          6 |          0 |          0 |          6 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Issue\Interest\index.wxml                                                                | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Issue\Interest\index.wxss                                                                | CSS                |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Issue\Notice\index.js                                                                    | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Issue\Notice\index.json                                                                  | JSON               |          4 |          0 |          0 |          4 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Issue\Notice\index.wxml                                                                  | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Issue\Notice\index.wxss                                                                  | CSS                |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Issue\index.js                                                                           | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Issue\index.json                                                                         | JSON               |          7 |          0 |          0 |          7 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Issue\index.wxml                                                                         | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Issue\index.wxss                                                                         | CSS                |          0 |          0 |          1 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Message\MyCollect\index.js                                                               | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Message\MyCollect\index.json                                                             | JSON               |          8 |          0 |          0 |          8 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Message\MyCollect\index.wxml                                                             | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Message\MyCollect\index.wxss                                                             | CSS                |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Message\MyComment\index.js                                                               | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Message\MyComment\index.json                                                             | JSON               |          8 |          0 |          0 |          8 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Message\MyComment\index.wxml                                                             | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Message\MyComment\index.wxss                                                             | CSS                |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Message\News\index.js                                                                    | JavaScript         |          3 |          0 |          1 |          4 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Message\News\index.json                                                                  | JSON               |          8 |          0 |          0 |          8 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Message\News\index.wxml                                                                  | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Message\News\index.wxss                                                                  | CSS                |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Message\Received\index.js                                                                | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Message\Received\index.json                                                              | JSON               |          4 |          0 |          0 |          4 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Message\Received\index.wxml                                                              | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Message\Received\index.wxss                                                              | CSS                |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Message\index.js                                                                         | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Message\index.json                                                                       | JSON               |          7 |          0 |          0 |          7 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Message\index.wxml                                                                       | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Message\index.wxss                                                                       | CSS                |          0 |          0 |          1 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\PersonalInformation\Collect\index.js                                                | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\PersonalInformation\Collect\index.json                                              | JSON               |         10 |          0 |          0 |         10 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\PersonalInformation\Collect\index.wxml                                              | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\PersonalInformation\Collect\index.wxss                                              | CSS                |          0 |          0 |          1 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\PersonalInformation\Footprint\index.js                                              | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\PersonalInformation\Footprint\index.json                                            | JSON               |          7 |          0 |          0 |          7 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\PersonalInformation\Footprint\index.wxml                                            | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\PersonalInformation\Footprint\index.wxss                                            | CSS                |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\PersonalInformation\index.js                                                        | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\PersonalInformation\index.json                                                      | JSON               |          7 |          0 |          0 |          7 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\PersonalInformation\index.wxml                                                      | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\PersonalInformation\index.wxss                                                      | CSS                |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Request\Apply\ApplyDetail\index.js                                                  | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Request\Apply\ApplyDetail\index.json                                                | JSON               |          7 |          0 |          0 |          7 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Request\Apply\ApplyDetail\index.wxml                                                | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Request\Apply\ApplyDetail\index.wxss                                                | CSS                |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Request\Apply\index.js                                                              | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Request\Apply\index.json                                                            | JSON               |          7 |          0 |          0 |          7 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Request\Apply\index.wxml                                                            | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Request\Apply\index.wxss                                                            | CSS                |          0 |          0 |          1 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Request\Found\index.js                                                              | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Request\Found\index.json                                                            | JSON               |          7 |          0 |          0 |          7 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Request\Found\index.wxml                                                            | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Request\Found\index.wxss                                                            | CSS                |          0 |          0 |          1 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Request\Issue\index.js                                                              | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Request\Issue\index.json                                                            | JSON               |          7 |          0 |          0 |          7 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Request\Issue\index.wxml                                                            | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Request\Issue\index.wxss                                                            | CSS                |          0 |          0 |          1 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Request\Receive\ProposerDetail\index.js                                             | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Request\Receive\ProposerDetail\index.json                                           | JSON               |          7 |          0 |          0 |          7 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Request\Receive\ProposerDetail\index.wxml                                           | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Request\Receive\ProposerDetail\index.wxss                                           | CSS                |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Request\Receive\index.js                                                            | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Request\Receive\index.json                                                          | JSON               |          7 |          0 |          0 |          7 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Request\Receive\index.wxml                                                          | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Request\Receive\index.wxss                                                          | CSS                |          0 |          0 |          1 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Request\index.js                                                                    | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Request\index.json                                                                  | JSON               |          4 |          0 |          0 |          4 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Request\index.wxml                                                                  | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Request\index.wxss                                                                  | CSS                |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Safe\index.js                                                                       | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Safe\index.json                                                                     | JSON               |          4 |          0 |          0 |          4 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Safe\index.wxml                                                                     | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\Safe\index.wxss                                                                     | CSS                |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\index.js                                                                            | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\index.json                                                                          | JSON               |          8 |          0 |          0 |          8 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\index.wxml                                                                          | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\pages\Mine\index.wxss                                                                          | CSS                |          0 |          0 |          1 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\project.config.json                                                                            | JSON               |         29 |          0 |          0 |         29 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\project.private.config.json                                                                    | JSON               |          7 |          0 |          0 |          7 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\static\icon.css                                                                                | CSS                |        119 |          0 |         41 |        160 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\lgd-tab\components\lgd-tab\lgd-tab.js                                              | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\lgd-tab\components\lgd-tab\lgd-tab.json                                            | JSON               |          4 |          0 |          0 |          4 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\lgd-tab\components\lgd-tab\lgd-tab.wxml                                            | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\lgd-tab\components\lgd-tab\lgd-tab.wxss                                            | CSS                |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\sakura-canvas\js_sdk\index.js                                                      | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\sakura-canvas\js_sdk\methods\arc.js                                                | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\sakura-canvas\js_sdk\methods\canvas.js                                             | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\sakura-canvas\js_sdk\methods\image.js                                              | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\sakura-canvas\js_sdk\methods\line.js                                               | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\sakura-canvas\js_sdk\methods\qrcode.js                                             | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\sakura-canvas\js_sdk\methods\rect.js                                               | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\sakura-canvas\js_sdk\methods\text.js                                               | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\sakura-canvas\js_sdk\methods\triangle.js                                           | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\sakura-canvas\js_sdk\plugins\image-tools.js                                        | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\sakura-canvas\js_sdk\plugins\qrcodeAlg.js                                          | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\sakura-canvas\js_sdk\utils\common.js                                               | JavaScript         |          3 |          0 |          1 |          4 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\sakura-canvas\js_sdk\utils\util.js                                                 | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-badge\components\uni-badge\uni-badge.js                                        | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-badge\components\uni-badge\uni-badge.json                                      | JSON               |          4 |          0 |          0 |          4 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-badge\components\uni-badge\uni-badge.wxml                                      | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-badge\components\uni-badge\uni-badge.wxss                                      | CSS                |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-captcha\components\uni-captcha\uni-captcha.js                                  | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-captcha\components\uni-captcha\uni-captcha.json                                | JSON               |          6 |          0 |          0 |          6 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-captcha\components\uni-captcha\uni-captcha.wxml                                | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-captcha\components\uni-captcha\uni-captcha.wxss                                | CSS                |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-captcha\components\uni-popup-captcha\uni-popup-captcha.js                      | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-captcha\components\uni-popup-captcha\uni-popup-captcha.json                    | JSON               |          7 |          0 |          0 |          7 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-captcha\components\uni-popup-captcha\uni-popup-captcha.wxml                    | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-captcha\components\uni-popup-captcha\uni-popup-captcha.wxss                    | CSS                |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-collapse\components\uni-collapse-item\uni-collapse-item.js                     | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-collapse\components\uni-collapse-item\uni-collapse-item.json                   | JSON               |          6 |          0 |          0 |          6 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-collapse\components\uni-collapse-item\uni-collapse-item.wxml                   | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-collapse\components\uni-collapse-item\uni-collapse-item.wxss                   | CSS                |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-collapse\components\uni-collapse\uni-collapse.js                               | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-collapse\components\uni-collapse\uni-collapse.json                             | JSON               |          4 |          0 |          0 |          4 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-collapse\components\uni-collapse\uni-collapse.wxml                             | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-collapse\components\uni-collapse\uni-collapse.wxss                             | CSS                |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-data-checkbox\components\uni-data-checkbox\uni-data-checkbox.js                | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-data-checkbox\components\uni-data-checkbox\uni-data-checkbox.json              | JSON               |          6 |          0 |          0 |          6 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-data-checkbox\components\uni-data-checkbox\uni-data-checkbox.wxml              | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-data-checkbox\components\uni-data-checkbox\uni-data-checkbox.wxss              | CSS                |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-data-select\components\uni-data-select\uni-data-select.js                      | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-data-select\components\uni-data-select\uni-data-select.json                    | JSON               |          6 |          0 |          0 |          6 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-data-select\components\uni-data-select\uni-data-select.wxml                    | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-data-select\components\uni-data-select\uni-data-select.wxss                    | CSS                |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-dateformat\components\uni-dateformat\date-format.js                            | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-dateformat\components\uni-dateformat\uni-dateformat.js                         | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-dateformat\components\uni-dateformat\uni-dateformat.json                       | JSON               |          4 |          0 |          0 |          4 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-dateformat\components\uni-dateformat\uni-dateformat.wxml                       | wxml               |          1 |          0 |          0 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-dateformat\components\uni-dateformat\uni-dateformat.wxss                       | CSS                |          0 |          0 |          1 |          1 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-easyinput\components\uni-easyinput\uni-easyinput.js                            | JavaScript         |          1 |          0 |          1 |          2 |
| c:\Users\yzc\Desktop\pet\unpackage\dist\dev\mp-weixin\uni_modules\uni-easyinput\components\uni-easyinput\uni-easyinput.json                          | JSON               |          6 |          0 |          0 |          6 |
